┌─────────────────────────┬─────────────────────────┬─────────────────────────┬──────────────────────────┬─────────────────────────┐
│Time                     │JobId                    │Node List                │ CPU                      │ Partition               │
│2022-06-27T16:48:56.184  │45209                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-27T16:59:31.298  │45210                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-27T17:32:11.768  │45211                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-27T18:13:44.386  │45216                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-27T18:15:05.500  │45217                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-28T18:59:59.882  │45282                    │cpu01                    │ 48                       │ cpu-opteron             │
│2022-06-28T23:32:42.194  │45295                    │cpu01                    │ 2                        │ cpu-opteron             │
│2022-06-28T23:33:17.241  │45296                    │cpu01                    │ 2                        │ cpu-opteron             │
│2022-06-29T00:28:42.188  │45299                    │cpu01                    │ 2                        │ cpu-opteron             │
│2022-06-29T10:42:31.480  │45325                    │cpu01                    │ 2                        │ cpu-opteron             │
│2022-06-29T10:53:07.625  │45326                    │cpu01                    │ 2                        │ cpu-opteron             │
│2022-06-29T10:57:52.116  │45327                    │cpu01                    │ 2                        │ cpu-opteron             │
│2022-06-29T12:56:23.035  │45339                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-06-29T12:58:55.327  │45340                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-06-29T13:07:41.245  │45342                    │cpu01                    │ 2                        │ cpu-opteron             │
│2022-06-29T13:18:14.328  │45343                    │cpu01                    │ 2                        │ cpu-opteron             │
│2022-06-29T13:26:27.414  │45345                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-29T13:27:07.469  │45346                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-29T13:28:36.029  │45347                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-29T14:51:10.920  │45352                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-29T14:51:10.921  │45353                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-29T14:51:10.922  │45354                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-29T14:59:42.520  │45357                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-29T15:02:03.150  │45358                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-29T15:06:25.624  │45359                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-29T16:13:20.655  │45366                    │cpu01                    │ 48                       │ cpu-opteron             │
│2022-06-30T10:10:12.721  │45400                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-06-30T10:12:44.057  │45401                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-06-30T19:05:41.299  │45418                    │cpu01                    │ 48                       │ cpu-opteron             │
│2022-07-01T05:11:29.507  │45433                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-07-02T05:11:54.773  │45464                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-07-03T08:59:59.576  │45508                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-03T09:07:28.496  │45509                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-03T09:10:59.837  │45510                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-03T09:17:00.499  │45511                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-05T15:26:58.093  │45660                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-06T13:24:32.289  │45835                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-06T13:26:21.430  │45836                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-06T13:27:58.678  │45837                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-15T20:25:49.500  │46389                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-26T21:43:58.663  │46693                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-07-26T21:43:58.678  │46698                    │cpu01                    │ 24                       │ cpu-opteron             │
│2022-07-26T21:46:08.391  │46702                    │cpu01                    │ 24                       │ cpu-opteron             │
│2022-07-27T21:44:04.662  │46765                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-07-27T23:44:43.177  │46805                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-07-28T23:45:12.505  │46868                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-08-12T01:23:04.691  │47874                    │cpu01                    │ 24                       │ cpu-opteron             │
│2022-08-12T02:33:11.025  │47876                    │cpu01                    │ 40                       │ cpu-opteron             │
│2022-08-15T14:58:15.525  │47982                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-08-15T16:11:11.853  │47994                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-08-15T23:55:12.934  │48007                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-08-24T17:03:33.122  │48323                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-08-24T17:06:05.246  │48324                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-08-24T17:07:12.340  │48325                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-08-24T17:09:16.654  │48326                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-08-25T16:02:30.204  │48365                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-25T16:05:31.546  │48367                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-25T16:09:16.951  │48368                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-25T16:14:55.532  │48372                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-25T17:22:51.436  │48374                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-25T17:28:08.974  │48375                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-25T17:39:11.102  │48380                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-08-25T17:39:22.118  │48381                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-08-25T17:41:19.272  │48384                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-08-25T17:41:34.292  │48385                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-08-26T11:13:02.334  │48407                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-26T11:14:34.460  │48408                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-26T14:41:46.422  │48428                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-26T14:42:24.453  │48429                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-26T16:30:25.789  │48431                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-27T17:39:16.364  │48461                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-30T02:31:35.532  │48484                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-08-30T10:11:00.326  │48485                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-08-30T11:21:18.116  │48516                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-08-30T11:35:20.735  │48517                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-08-30T11:45:40.785  │48518                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-08-30T11:59:23.169  │48519                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-08-30T14:16:52.660  │48539                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-08-30T15:17:06.823  │48540                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-08-30T23:44:42.197  │48505                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-08-30T23:44:42.198  │48506                    │cpu01                    │ 24                       │ cpu-opteron             │
│2022-09-01T10:14:18.041  │48611                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-01T10:15:24.130  │48612                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-01T11:24:31.253  │48613                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-01T12:36:46.543  │48617                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-01T13:30:22.296  │48618                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-01T14:22:05.627  │48619                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-09-01T14:48:48.430  │48620                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-01T14:58:35.479  │48622                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-01T15:13:52.026  │48634                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-01T15:25:22.227  │48645                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-01T15:35:55.314  │48646                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-01T15:45:18.271  │48654                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-01T15:55:26.369  │48659                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-01T16:16:26.529  │48661                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-01T16:49:28.181  │48663                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-02T19:31:30.690  │48690                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-09-03T12:53:47.073  │48707                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-09-03T13:05:33.196  │48708                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-03T13:07:27.347  │48710                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-03T13:08:40.541  │48711                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-03T13:09:20.597  │48712                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-03T13:30:02.747  │48722                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-09-03T14:10:13.009  │48723                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-09-03T14:32:22.168  │48724                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-09-03T14:48:15.797  │48725                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-09-03T18:56:09.277  │48726                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-09-04T00:39:04.876  │48729                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T00:40:09.947  │48730                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T00:43:08.310  │48731                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T00:43:31.342  │48732                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T00:44:07.393  │48733                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T00:47:27.662  │48734                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T00:47:47.758  │48735                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T00:50:46.051  │48736                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T00:51:22.093  │48737                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T00:52:53.270  │48738                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T11:49:47.673  │48764                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T11:51:04.757  │48765                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T17:17:08.918  │48785                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T17:30:27.575  │48786                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T17:41:06.689  │48787                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T17:59:21.557  │48789                    │cpu01                    │ 12                       │ cpu-opteron             │
│2022-09-04T18:11:07.678  │48790                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-04T18:26:46.331  │48792                    │cpu01                    │ 12                       │ cpu-opteron             │
│2022-09-05T00:08:05.459  │48798                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-05T00:33:08.436  │48803                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T00:48:06.906  │48804                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T01:00:22.111  │48807                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T01:16:09.112  │48808                    │cpu01                    │ 12                       │ cpu-opteron             │
│2022-09-05T01:24:41.000  │48809                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T01:43:33.899  │48810                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T01:58:07.512  │48811                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T02:09:31.560  │48812                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T02:10:26.626  │48813                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T02:28:36.177  │48814                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T10:40:53.994  │48783                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T10:40:53.995  │48784                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T10:40:53.996  │48805                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-05T15:31:27.921  │48817                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-05T15:31:39.939  │48818                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-05T15:31:53.957  │48819                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-05T15:32:04.972  │48820                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-05T16:09:13.010  │48828                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-05T16:09:22.018  │48829                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-05T16:09:27.025  │48830                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-05T16:09:33.033  │48831                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-05T22:01:19.387  │48843                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-09-05T22:14:46.790  │48844                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-09-05T23:11:35.726  │48845                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-09-06T14:43:07.897  │48858                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-09-06T15:31:00.855  │48859                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-09-06T23:45:00.299  │48856                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-07T20:59:14.457  │48870                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-08T05:00:53.278  │48890                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-10T17:59:32.081  │48980                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-10T17:59:36.142  │48981                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-11T15:46:38.662  │48991                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-12T16:53:55.609  │49007                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-13T07:27:06.231  │49019                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-20T10:19:47.562  │49385                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-20T10:20:15.582  │49386                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-20T10:25:59.179  │49387                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-20T10:36:48.341  │49388                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-20T10:41:40.808  │49389                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-20T10:42:16.858  │49391                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-20T10:45:39.282  │49392                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-20T16:19:26.686  │49402                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-21T02:13:08.382  │49413                    │cpu01                    │ 48                       │ cpu-opteron             │
│2022-09-21T02:13:38.403  │49414                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-24T21:41:28.341  │49581                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-09-26T17:03:08.791  │49740                    │cpu01                    │ 35                       │ cpu-opteron             │
│2022-09-27T00:36:35.984  │49769                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-27T08:16:08.468  │49775                    │cpu01                    │ 12                       │ cpu-opteron             │
│2022-09-27T08:30:09.121  │49776                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-09-27T12:14:14.638  │49788                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-27T12:23:37.564  │49789                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-27T12:24:21.645  │49790                    │cpu01                    │ 35                       │ cpu-opteron             │
│2022-09-27T16:30:51.715  │49813                    │cpu01                    │ 35                       │ cpu-opteron             │
│2022-09-29T08:06:50.014  │49871                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-29T08:08:02.100  │49872                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-09-29T08:09:02.180  │49873                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-29T09:56:21.881  │49889                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-29T10:02:22.480  │49890                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-29T10:08:49.113  │49891                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-29T10:10:20.236  │49892                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-29T10:19:42.243  │49904                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-09-30T10:16:22.060  │49964                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-30T17:27:45.687  │49983                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-30T17:30:10.454  │49984                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-30T17:34:24.880  │49987                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-30T17:43:37.779  │49990                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-09-30T17:51:44.715  │49991                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-01T21:02:20.983  │50018                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-01T21:27:44.582  │50021                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-01T21:29:40.739  │50022                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-01T21:37:29.586  │50023                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-01T21:41:36.151  │50024                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-01T21:44:01.351  │50025                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-01T21:47:26.749  │50026                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-01T21:56:28.696  │50028                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-02T08:19:18.712  │50035                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-10-02T08:20:24.784  │50036                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-03T00:09:22.027  │50062                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-03T00:28:13.028  │50063                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-03T09:54:33.890  │50069                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-03T15:29:22.191  │50076                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-03T16:26:50.448  │50088                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-03T16:44:52.274  │50094                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-03T16:45:33.329  │50095                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-03T17:04:18.365  │50097                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-03T22:33:37.794  │50102                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-04T17:28:11.992  │50157                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-05T01:21:02.666  │50168                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-05T01:39:04.389  │50170                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-05T02:47:30.809  │50173                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-05T07:29:39.530  │50175                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-05T07:34:51.034  │50176                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-05T07:42:08.142  │50177                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-05T07:43:45.270  │50178                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-05T07:47:05.692  │50179                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-05T11:32:29.802  │50183                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-05T11:44:22.239  │50184                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-05T15:21:51.738  │50186                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-05T18:12:34.280  │50188                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-05T20:27:09.609  │50189                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-10-05T22:26:54.413  │50190                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-05T22:29:58.655  │50191                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-06T00:22:14.864  │50193                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-06T00:32:50.902  │50194                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-06T00:41:47.985  │50195                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-06T07:19:36.250  │50203                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-06T07:59:02.585  │50204                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-10-06T12:13:24.370  │50205                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-10-06T12:23:23.365  │50206                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-06T13:54:43.032  │50208                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-10-06T14:57:20.444  │50210                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-06T15:34:08.182  │50217                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-10-06T16:04:08.276  │50221                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-10-06T16:06:55.599  │50222                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-06T17:46:12.372  │50227                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-06T21:58:24.601  │50236                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-06T22:04:37.170  │50237                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-06T22:12:08.957  │50238                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-06T22:19:28.703  │50239                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-10-07T02:41:56.020  │50241                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-10-07T10:11:55.422  │50247                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T10:11:55.423  │50248                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T10:11:55.424  │50249                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T10:11:55.424  │50250                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T10:11:55.425  │50251                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T10:24:36.616  │50262                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-10-07T11:23:10.940  │50278                    │cpu01                    │ 4                        │ cpu-opteron             │
│2022-10-07T14:40:10.991  │50298                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-07T14:40:42.011  │50299                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-07T14:42:04.213  │50300                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-07T14:50:30.990  │50301                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-07T14:59:38.891  │50302                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-07T15:10:31.950  │50303                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-07T15:11:48.167  │50304                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-07T21:33:52.862  │50332                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T21:37:49.270  │50333                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T21:38:51.353  │50334                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T21:39:47.429  │50335                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T21:50:54.554  │50336                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T21:53:57.887  │50337                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T21:54:30.935  │50338                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T22:05:50.033  │50339                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T22:47:56.360  │50342                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T22:48:46.423  │50343                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T22:57:44.351  │50347                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-07T23:01:43.729  │50349                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-08T02:30:08.835  │50356                    │cpu01                    │ 12                       │ cpu-opteron             │
│2022-10-09T15:15:24.157  │50370                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-09T15:15:47.160  │50371                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-09T15:16:29.325  │50372                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-09T15:21:08.864  │50378                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-09T15:28:40.608  │50380                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-09T15:31:44.931  │50381                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-10T12:43:08.027  │50413                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-10T16:12:46.253  │50415                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-10T16:15:32.458  │50416                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-10T16:50:56.160  │50418                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-10T16:52:10.359  │50419                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-11T09:01:59.577  │50421                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-11T12:00:00.921  │50463                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-11T12:00:32.961  │50464                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-11T12:56:23.876  │50465                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-11T12:59:22.102  │50466                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-11T13:01:22.345  │50467                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-11T13:03:57.555  │50468                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-11T13:04:15.579  │50469                    │cpu01                    │ 1                        │ cpu-opteron             │
│2022-10-11T13:06:10.813  │50470                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-11T13:06:32.851  │50471                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-11T15:37:55.281  │50479                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-11T15:59:45.496  │50482                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-11T16:00:29.552  │50483                    │cpu01                    │ 8                        │ cpu-opteron             │
│2022-10-11T16:39:36.787  │50489                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-11T16:41:02.943  │50490                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-11T16:46:46.583  │50491                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-11T17:19:52.038  │50492                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-10-11T18:01:33.511  │50493                    │cpu01                    │ 32                       │ cpu-opteron             │
