┌─────────────────────────┬─────────────────────────┬─────────────────────────┬──────────────────────────┬─────────────────────────┐
│Time                     │JobId                    │Node List                │ CPU                      │ Partition               │
│2022-07-12T10:38:52.031  │46198                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-12T10:39:56.123  │46199                    │cpu04                    │ 8                        │ cpu-opteron             │
│2022-07-12T10:45:05.682  │46203                    │cpu11                    │ 7                        │ cpu-opteron             │
│2022-07-12T15:48:23.084  │46209                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-12T15:51:30.326  │46211                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-12T16:34:39.366  │46219                    │cpu04                    │ 8                        │ cpu-opteron             │
│2022-07-12T16:39:51.298  │46220                    │cpu04                    │ 8                        │ cpu-opteron             │
│2022-07-12T16:40:05.424  │46221                    │cpu04                    │ 8                        │ cpu-opteron             │
│2022-07-12T16:41:11.406  │46222                    │cpu04                    │ 8                        │ cpu-opteron             │
│2022-07-13T09:27:50.848  │46238                    │cpu04                    │ 1                        │ cpu-opteron             │
│2022-07-13T18:39:06.350  │46213                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-13T18:39:06.365  │46244                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-13T18:39:06.366  │46245                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-13T21:42:00.298  │46252                    │cpu03                    │ 64                       │ cpu-opteron             │
│2022-07-14T08:09:32.010  │46280                    │cpu03                    │ 64                       │ cpu-opteron             │
│2022-07-14T08:30:54.388  │46283                    │cpu03                    │ 64                       │ cpu-opteron             │
│2022-07-14T11:23:30.898  │46302                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-14T11:37:00.186  │46304                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-14T12:57:45.322  │46313                    │cpu07                    │ 64                       │ cpu-opteron             │
│2022-07-14T13:08:32.407  │46315                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-14T13:54:28.263  │46320                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-14T14:16:37.509  │46322                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-14T14:17:05.533  │46323                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-14T14:18:22.737  │46324                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-14T14:24:47.367  │46326                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-14T14:25:37.441  │46327                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-14T14:26:22.506  │46328                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-14T14:27:43.720  │46329                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-14T14:33:06.339  │46330                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-14T15:14:14.637  │46331                    │cpu03                    │ 8                        │ cpu-opteron             │
│2022-07-14T15:14:28.834  │46316                    │cpu03                    │ 64                       │ cpu-opteron             │
│2022-07-14T17:04:03.279  │46335                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-14T17:31:02.226  │46339                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-14T17:38:54.116  │46340                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-14T17:40:50.279  │46341                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-14T17:41:59.378  │46342                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-14T17:45:27.783  │46343                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-14T18:05:43.882  │46345                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-14T18:17:03.039  │46346                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-07-14T22:00:50.664  │46338                    │cpu09                    │ 64                       │ cpu-opteron             │
│2022-07-15T00:21:48.587  │46359                    │cpu11                    │ 4                        │ cpu-opteron             │
│2022-07-15T04:46:53.057  │46363                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-15T05:04:09.987  │46364                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-15T05:28:51.445  │46365                    │cpu07                    │ 16                       │ cpu-opteron             │
│2022-07-15T05:30:32.582  │46366                    │cpu07                    │ 16                       │ cpu-opteron             │
│2022-07-15T05:34:10.740  │46367                    │cpu07                    │ 16                       │ cpu-opteron             │
│2022-07-15T05:38:44.650  │46368                    │cpu07                    │ 16                       │ cpu-opteron             │
│2022-07-15T07:57:29.856  │46370                    │cpu03                    │ 64                       │ cpu-opteron             │
│2022-07-15T13:58:23.914  │46377                    │cpu07                    │ 64                       │ cpu-opteron             │
│2022-07-15T20:25:49.466  │46388                    │cpu05                    │ 64                       │ cpu-opteron             │
│2022-07-15T20:25:49.500  │46389                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-15T20:28:14.836  │46390                    │cpu11                    │ 64                       │ cpu-opteron             │
│2022-07-15T20:28:14.889  │46391                    │cpu08                    │ 64                       │ cpu-opteron             │
│2022-07-16T03:03:15.718  │46392                    │cpu10                    │ 8                        │ cpu-opteron             │
│2022-07-16T03:03:15.719  │46393                    │cpu10                    │ 16                       │ cpu-opteron             │
│2022-07-16T03:03:15.720  │46394                    │cpu10                    │ 16                       │ cpu-opteron             │
│2022-07-16T03:03:15.721  │46395                    │cpu10                    │ 16                       │ cpu-opteron             │
│2022-07-16T16:48:26.498  │46404                    │cpu07                    │ 64                       │ cpu-opteron             │
│2022-07-16T16:53:00.993  │46406                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-16T16:55:30.198  │46407                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-16T16:56:58.322  │46408                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-16T16:58:39.583  │46409                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-16T16:59:10.632  │46410                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-16T16:59:40.670  │46411                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-16T17:01:21.810  │46412                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-16T17:03:35.087  │46413                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-16T17:06:40.339  │46414                    │cpu07                    │ 64                       │ cpu-opteron             │
│2022-07-16T18:03:57.326  │46415                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-16T18:07:28.648  │46416                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-16T18:10:06.900  │46417                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-16T18:12:58.223  │46418                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-16T18:25:54.648  │46419                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-16T18:28:12.976  │46420                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-16T18:30:25.166  │46421                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-16T18:33:23.499  │46422                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-16T18:36:14.742  │46423                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-16T18:39:52.184  │46424                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-16T18:57:41.130  │46425                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T03:57:58.360  │46427                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T04:02:04.697  │46428                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T04:05:35.070  │46429                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T04:10:22.522  │46430                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T04:13:34.905  │46431                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T10:39:52.531  │46432                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T11:00:05.538  │46433                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T11:14:28.116  │46434                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T11:32:56.114  │46435                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T11:46:11.435  │46436                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T12:02:09.177  │46437                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-17T12:19:59.201  │46438                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-17T12:37:20.069  │46439                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-17T12:53:00.864  │46440                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-17T14:41:46.376  │46441                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T15:07:54.146  │46442                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T15:41:35.745  │46443                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T15:46:04.230  │46444                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T16:04:35.318  │46445                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T16:17:40.663  │46446                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T16:58:23.910  │46447                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T18:34:01.978  │46448                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T18:51:33.761  │46449                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-17T22:44:46.121  │46450                    │cpu09                    │ 64                       │ cpu-opteron             │
│2022-07-17T23:27:59.788  │46451                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-17T23:46:55.703  │46452                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-18T00:12:05.505  │46453                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-18T00:32:24.746  │46454                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-18T00:51:08.789  │46455                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-18T01:40:02.590  │46456                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-18T08:06:46.013  │46459                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T08:18:55.367  │46461                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T08:30:20.556  │46462                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T08:39:25.528  │46463                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T08:39:59.576  │46464                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T08:46:59.391  │46465                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T08:55:52.323  │46466                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T09:16:31.744  │46467                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-18T09:30:26.328  │46468                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-18T09:39:56.518  │46469                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T09:50:21.679  │46470                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T09:58:35.865  │46476                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T10:00:01.986  │46477                    │cpu10                    │ 12                       │ cpu-opteron             │
│2022-07-18T10:01:30.108  │46478                    │cpu10                    │ 12                       │ cpu-opteron             │
│2022-07-18T11:07:24.286  │46490                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-07-18T11:08:29.473  │46491                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-18T11:11:54.758  │46492                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-18T14:38:31.953  │46496                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-18T15:30:39.421  │46497                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-18T15:50:14.511  │46498                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-18T15:52:35.791  │46499                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T17:46:59.828  │46506                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T20:09:54.557  │46512                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T20:10:25.586  │46513                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T20:12:04.724  │46514                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T20:36:48.453  │46515                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T21:22:45.236  │46516                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T21:28:14.811  │46517                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T21:33:41.385  │46518                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T21:58:53.539  │46519                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T22:04:06.576  │46520                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-18T22:05:26.686  │46521                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-19T01:05:00.941  │46522                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-19T01:29:45.239  │46523                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-19T08:34:45.297  │46524                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-19T08:43:06.259  │46525                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-19T09:24:37.576  │46526                    │cpu04                    │ 8                        │ cpu-opteron             │
│2022-07-19T09:51:27.546  │46527                    │cpu04                    │ 8                        │ cpu-opteron             │
│2022-07-19T10:06:55.358  │46528                    │cpu04                    │ 8                        │ cpu-opteron             │
│2022-07-19T10:27:09.241  │46501                    │cpu04                    │ 32                       │ cpu-opteron             │
│2022-07-19T12:50:05.067  │46532                    │cpu04                    │ 8                        │ cpu-opteron             │
│2022-07-19T13:17:36.246  │46534                    │cpu04                    │ 32                       │ cpu-opteron             │
│2022-07-19T13:19:58.486  │46535                    │cpu04                    │ 16                       │ cpu-opteron             │
│2022-07-19T13:26:02.633  │46536                    │cpu04                    │ 32                       │ cpu-opteron             │
│2022-07-19T13:46:19.307  │46538                    │cpu04                    │ 8                        │ cpu-opteron             │
│2022-07-19T15:24:18.516  │46539                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-19T15:26:59.722  │46540                    │cpu10                    │ 16                       │ cpu-opteron             │
│2022-07-19T15:28:12.968  │46541                    │cpu04                    │ 32                       │ cpu-opteron             │
│2022-07-19T15:42:33.401  │46542                    │cpu10                    │ 32                       │ cpu-opteron             │
│2022-07-19T17:19:48.782  │46545                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T17:21:11.885  │46546                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T17:25:10.311  │46547                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T17:27:38.580  │46548                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T17:28:26.687  │46549                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T17:32:02.991  │46550                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T17:33:03.190  │46551                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T17:33:54.260  │46552                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T17:34:24.303  │46553                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T17:35:50.426  │46554                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T17:36:16.463  │46555                    │cpu04                    │ 24                       │ cpu-opteron             │
│2022-07-19T23:16:52.423  │46565                    │cpu04                    │ 64                       │ cpu-opteron             │
│2022-07-19T23:20:19.809  │46566                    │cpu04                    │ 64                       │ cpu-opteron             │
│2022-07-19T23:20:44.844  │46567                    │cpu10                    │ 64                       │ cpu-opteron             │
│2022-07-20T00:46:50.750  │46569                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-20T21:29:46.874  │46582                    │cpu09                    │ 16                       │ cpu-opteron             │
│2022-07-20T21:29:46.875  │46583                    │cpu09                    │ 16                       │ cpu-opteron             │
│2022-07-20T21:29:46.876  │46584                    │cpu09                    │ 16                       │ cpu-opteron             │
│2022-07-20T21:29:46.877  │46586                    │cpu09                    │ 16                       │ cpu-opteron             │
│2022-07-20T21:37:11.368  │46588                    │cpu09                    │ 16                       │ cpu-opteron             │
│2022-07-20T21:37:11.381  │46570                    │cpu09                    │ 16                       │ cpu-opteron             │
│2022-07-21T15:23:24.961  │46617                    │cpu09                    │ 64                       │ cpu-opteron             │
│2022-07-21T18:35:33.851  │46625                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-21T18:38:24.228  │46626                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-22T09:56:00.105  │46633                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-23T20:20:40.695  │46675                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-26T21:43:58.663  │46693                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-07-26T21:43:58.678  │46698                    │cpu01                    │ 24                       │ cpu-opteron             │
│2022-07-26T21:46:08.391  │46702                    │cpu01                    │ 24                       │ cpu-opteron             │
│2022-07-26T21:51:58.180  │46703                    │cpu08                    │ 32                       │ cpu-opteron             │
│2022-07-26T21:51:58.181  │46704                    │cpu08                    │ 32                       │ cpu-opteron             │
│2022-07-27T05:41:19.207  │46731                    │cpu04                    │ 32                       │ cpu-opteron             │
│2022-07-27T05:43:06.697  │46755                    │cpu04                    │ 48                       │ cpu-opteron             │
│2022-07-27T21:44:04.662  │46765                    │cpu01                    │ 32                       │ cpu-opteron             │
│2022-07-27T21:52:05.920  │46766                    │cpu08                    │ 64                       │ cpu-opteron             │
│2022-07-27T23:09:09.298  │46804                    │cpu05                    │ 64                       │ cpu-opteron             │
│2022-07-27T23:44:43.177  │46805                    │cpu01                    │ 16                       │ cpu-opteron             │
│2022-07-28T18:23:56.423  │46808                    │cpu11                    │ 24                       │ cpu-opteron             │
│2022-07-28T18:23:56.424  │46809                    │cpu11                    │ 24                       │ cpu-opteron             │
│2022-07-28T20:50:55.314  │46871                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-28T21:12:17.058  │46810                    │cpu07                    │ 24                       │ cpu-opteron             │
│2022-07-28T21:18:18.688  │46873                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-28T21:20:35.880  │46875                    │cpu11                    │ 8                        │ cpu-opteron             │
│2022-07-28T23:45:12.505  │46868                    │cpu01                    │ 64                       │ cpu-opteron             │
│2022-07-29T09:58:09.449  │46883                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-29T10:25:15.449  │46884                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-29T12:32:56.578  │46888                    │cpu07                    │ 24                       │ cpu-opteron             │
│2022-07-29T12:33:08.583  │46889                    │cpu09                    │ 24                       │ cpu-opteron             │
│2022-07-29T12:33:53.645  │46890                    │cpu09                    │ 24                       │ cpu-opteron             │
│2022-07-29T13:11:53.740  │46891                    │cpu09                    │ 24                       │ cpu-opteron             │
│2022-07-29T15:43:43.041  │46905                    │cpu                      │ 32                       │ cpu-opteron             │
│2022-07-29T15:46:23.248  │46906                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-29T17:57:45.269  │46908                    │cpu11                    │ 32                       │ cpu-opteron             │
│2022-07-29T18:24:13.548  │46910                    │cpu11                    │ 32                       │ cpu-opteron             │
│2022-07-29T18:24:14.858  │46892                    │cpu11                    │ 24                       │ cpu-opteron             │
│2022-07-29T21:55:44.350  │46914                    │cpu07                    │ 64                       │ cpu-opteron             │
│2022-07-29T22:34:28.725  │46915                    │cpu07                    │ 64                       │ cpu-opteron             │
│2022-07-29T23:12:58.649  │46893                    │cpu07                    │ 24                       │ cpu-opteron             │
│2022-07-30T23:05:14.252  │46920                    │cpu07                    │ 24                       │ cpu-opteron             │
│2022-07-30T23:20:59.905  │46921                    │cpu09                    │ 24                       │ cpu-opteron             │
│2022-07-31T00:11:07.540  │46922                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-07-31T00:30:01.698  │46923                    │cpu11                    │ 32                       │ cpu-opteron             │
│2022-07-31T08:54:57.234  │46924                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-31T09:20:01.114  │46925                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-31T09:21:08.206  │46926                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-07-31T09:27:46.104  │46927                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-31T09:28:29.164  │46928                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-31T09:29:04.213  │46929                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-31T11:52:31.808  │46930                    │cpu07                    │ 32                       │ cpu-opteron             │
│2022-07-31T14:02:03.323  │46931                    │cpu11                    │ 32                       │ cpu-opteron             │
│2022-07-31T14:02:46.488  │46932                    │cpu11                    │ 64                       │ cpu-opteron             │
│2022-08-01T10:09:04.237  │46940                    │cpu07                    │ 1                        │ cpu-opteron             │
│2022-08-01T12:44:16.135  │46959                    │cpu07                    │ 8                        │ cpu-opteron             │
│2022-08-01T13:27:10.681  │46963                    │cpu07                    │ 8                        │ cpu-opteron             │
│2022-08-01T13:29:00.968  │46964                    │cpu09                    │ 8                        │ cpu-opteron             │
│2022-08-01T13:47:54.025  │46967                    │cpu07                    │ 8                        │ cpu-opteron             │
│2022-08-01T13:55:28.757  │46968                    │cpu09                    │ 8                        │ cpu-opteron             │
│2022-08-01T18:31:45.861  │46936                    │cpu                      │ 128                      │ cpu-opteron             │
│2022-08-01T18:31:45.877  │46970                    │cpu07                    │ 16                       │ cpu-opteron             │
│2022-08-01T18:31:45.877  │46971                    │cpu07                    │ 16                       │ cpu-opteron             │
│2022-08-01T19:28:55.497  │46972                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-01T19:28:55.497  │46973                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-01T19:28:55.498  │46974                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-01T19:28:55.499  │46975                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-01T19:28:55.500  │46976                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-08-01T19:28:55.501  │46977                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-08-01T19:28:55.502  │46978                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-08-01T19:28:55.502  │46979                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-08-02T01:05:19.140  │46980                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-08-02T01:29:02.430  │46981                    │cpu07                    │ 16                       │ cpu-opteron             │
│2022-08-02T02:13:06.505  │46982                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-02T02:26:56.272  │46983                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-08-02T02:40:03.526  │46984                    │cpu07                    │ 16                       │ cpu-opteron             │
│2022-08-02T02:46:47.948  │46985                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-02T03:32:16.939  │46986                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-02T03:49:08.193  │46987                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-08-02T04:30:28.214  │46988                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-02T07:59:02.313  │46989                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-08-02T08:09:35.551  │46990                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-02T08:16:06.382  │46991                    │cpu07                    │ 16                       │ cpu-opteron             │
│2022-08-02T09:16:14.733  │46994                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-08-02T10:33:25.847  │46992                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-08-02T10:33:44.028  │46993                    │cpu09                    │ 32                       │ cpu-opteron             │
│2022-08-02T13:04:31.587  │47003                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-08-02T14:11:16.786  │47005                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-08-02T14:19:27.685  │47007                    │cpu                      │ 64                       │ cpu-opteron             │
│2022-08-02T14:20:42.805  │47008                    │cpu11                    │ 16                       │ cpu-opteron             │
│2022-08-02T14:22:36.056  │47009                    │cpu                      │ 64                       │ cpu-opteron             │
│2022-08-02T14:25:20.331  │47011                    │cpu                      │ 64                       │ cpu-opteron             │
│2022-08-02T14:31:14.950  │47012                    │cpu                      │ 64                       │ cpu-opteron             │
│2022-08-02T14:35:05.389  │47013                    │cpu                      │ 64                       │ cpu-opteron             │
│2022-08-02T14:36:12.483  │47014                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-02T14:50:20.994  │47015                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T14:51:55.123  │47016                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T14:53:06.347  │47017                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T14:53:25.401  │47018                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T14:54:08.431  │47019                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T14:54:59.503  │47020                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:01:42.209  │47021                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-02T15:01:45.211  │47022                    │cpu09                    │ 16                       │ cpu-opteron             │
│2022-08-02T15:07:55.943  │47023                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:09:08.038  │47024                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:09:52.099  │47025                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:10:54.209  │47027                    │cpu11                    │ 32                       │ cpu-opteron             │
│2022-08-02T15:12:48.508  │47028                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:13:36.576  │47029                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-08-02T15:13:39.580  │47030                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:17:21.891  │47031                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-08-02T15:20:05.260  │47032                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:21:05.332  │47033                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:22:48.556  │47034                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:23:22.606  │47035                    │cpu11                    │ 32                       │ cpu-opteron             │
│2022-08-02T15:24:40.707  │47036                    │cpu11                    │ 32                       │ cpu-opteron             │
│2022-08-02T15:25:19.761  │47037                    │cpu03                    │ 32                       │ cpu-opteron             │
│2022-08-02T15:26:47.890  │47038                    │cpu09                    │ 16                       │ cpu-opteron             │
│2022-08-02T15:26:50.891  │47039                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-02T15:27:19.932  │47040                    │cpu11                    │ 32                       │ cpu-opteron             │
│2022-08-02T15:29:58.232  │47041                    │cpu11                    │ 32                       │ cpu-opteron             │
│2022-08-02T15:40:31.375  │47042                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:43:51.764  │47043                    │cpu03                    │ 16                       │ cpu-opteron             │
│2022-08-02T15:44:52.850  │47044                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:47:31.078  │47045                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:48:30.253  │47046                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:49:26.334  │47047                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:52:04.557  │47048                    │cpu                      │ 8                        │ cpu-opteron             │
│2022-08-02T15:52:55.769  │47049                    │cpu                      │ 8                        │ cpu-opteron             │
